Index,Variant,Area,Notes,Area_code,Period,g15_19,g20_24,g25_29,g30_34,g35_39,g40_44,g45_49
1388,Estimates,Iraq,c,368,1985-1990,353,788,769,645,403,159,52
1389,Estimates,Iraq,c,368,1990-1995,362,891,926,658,445,191,43
1390,Estimates,Iraq,c,368,1995-2000,393,999,1113,822,455,203,39
1391,Estimates,Iraq,c,368,2000-2005,454,1123,1228,947,534,183,29
1392,Estimates,Iraq,c,368,2005-2010,562,1287,1297,961,561,178,17
1393,Estimates,Israel,c,376,1950-1955,26,74,70,43,24,7,1
1394,Estimates,Israel,c,376,1955-1960,22,80,75,50,25,7,2
1395,Estimates,Israel,c,376,1960-1965,23,90,86,56,28,9,2
1396,Estimates,Israel,c,376,1965-1970,26,109,98,65,32,9,2
1397,Estimates,Israel,c,376,1970-1975,32,147,123,73,38,10,1
1398,Estimates,Israel,c,376,1975-1980,31,152,149,85,37,8,1
1399,Estimates,Israel,c,376,1980-1985,26,136,153,101,41,7,1
1400,Estimates,Israel,c,376,1985-1990,21,128,158,115,55,10,1
1401,Estimates,Israel,c,376,1990-1995,22,131,170,124,64,14,1
1402,Estimates,Israel,c,376,1995-2000,22,141,199,149,75,18,1
1403,Estimates,Israel,c,376,2000-2005,21,146,217,175,87,21,2
1404,Estimates,Israel,c,376,2005-2010,19,143,229,212,109,25,2
1405,Estimates,Jordan,c,400,1950-1955,20,35,31,23,14,6,1
1406,Estimates,Jordan,c,400,1955-1960,25,51,47,36,21,8,1
1407,Estimates,Jordan,c,400,1960-1965,30,71,69,52,31,14,2
1408,Estimates,Jordan,c,400,1965-1970,35,89,94,73,45,22,4
1409,Estimates,Jordan,c,400,1970-1975,41,104,113,92,60,28,7
1410,Estimates,Jordan,c,400,1975-1980,42,114,112,89,62,29,8
1411,Estimates,Jordan,c,400,1980-1985,44,137,130,92,62,30,7
1412,Estimates,Jordan,c,400,1985-1990,48,155,153,100,58,24,4
1413,Estimates,Jordan,c,400,1990-1995,53,190,194,126,65,22,3
1414,Estimates,Jordan,c,400,1995-2000,51,204,224,152,78,22,2
1415,Estimates,Jordan,c,400,2000-2005,45,201,231,163,90,25,2
1416,Estimates,Jordan,c,400,2005-2010,44,212,286,190,114,28,2
1417,Estimates,Kuwait,c,414,1950-1955,6,11,11,6,3,1,0
1418,Estimates,Kuwait,c,414,1955-1960,6,12,15,8,4,1,0
1419,Estimates,Kuwait,c,414,1960-1965,10,24,27,13,6,1,0
1420,Estimates,Kuwait,c,414,1965-1970,17,47,47,23,14,2,0
1421,Estimates,Kuwait,c,414,1970-1975,25,61,66,37,21,4,1
1422,Estimates,Kuwait,c,414,1975-1980,24,69,79,43,26,5,1
1423,Estimates,Kuwait,c,414,1980-1985,21,77,87,56,34,7,1
1424,Estimates,Kuwait,c,414,1985-1990,15,61,73,50,30,8,1
1425,Estimates,Kuwait,c,414,1990-1995,8,38,46,34,21,6,1
1426,Estimates,Kuwait,c,414,1995-2000,8,53,70,52,29,9,1
1427,Estimates,Kuwait,c,414,2000-2005,7,49,73,55,30,9,1
1428,Estimates,Kuwait,c,414,2005-2010,7,62,95,72,39,11,1
1429,Estimates,Lebanon,c,422,1950-1955,29,83,82,48,29,15,3
1430,Estimates,Lebanon,c,422,1955-1960,30,89,95,63,32,15,3
1431,Estimates,Lebanon,c,422,1960-1965,34,92,102,74,42,16,3
1432,Estimates,Lebanon,c,422,1965-1970,41,93,97,72,44,19,3
1433,Estimates,Lebanon,c,422,1970-1975,46,111,95,66,42,19,3
1434,Estimates,Lebanon,c,422,1975-1980,45,121,107,62,37,18,3
1435,Estimates,Lebanon,c,422,1980-1985,43,116,111,63,32,14,2
1436,Estimates,Lebanon,c,422,1985-1990,35,102,104,65,30,10,2
1437,Estimates,Lebanon,c,422,1990-1995,28,90,103,71,32,9,2
1438,Estimates,Lebanon,c,422,1995-2000,21,79,100,76,36,9,2
1439,Estimates,Lebanon,c,422,2000-2005,18,72,94,69,32,8,2
1440,Estimates,Lebanon,c,422,2005-2010,14,62,92,64,25,6,2
1441,Estimates,Oman,c,512,1950-1955,16,26,25,19,15,10,5
1442,Estimates,Oman,c,512,1955-1960,18,29,28,21,16,11,6
1443,Estimates,Oman,c,512,1960-1965,20,33,31,24,18,12,6
1444,Estimates,Oman,c,512,1965-1970,23,37,36,27,21,13,7
1445,Estimates,Oman,c,512,1970-1975,27,43,43,32,24,15,8
1446,Estimates,Oman,c,512,1975-1980,34,60,58,44,32,19,9
1447,Estimates,Oman,c,512,1980-1985,34,78,77,58,41,23,10
1448,Estimates,Oman,c,512,1985-1990,32,87,89,69,45,22,10
1449,Estimates,Oman,c,512,1990-1995,32,76,83,69,44,17,6
1450,Estimates,Oman,c,512,1995-2000,24,76,77,58,38,12,3
1451,Estimates,Oman,c,512,2000-2005,14,72,84,48,31,10,2
1452,Estimates,Oman,c,512,2005-2010,9,65,103,64,33,11,2
1453,Estimates,Qatar,c,634,1950-1955,1,2,2,1,1,0,0
1454,Estimates,Qatar,c,634,1955-1960,1,3,3,1,1,0,0
1455,Estimates,Qatar,c,634,1960-1965,1,4,4,2,1,0,0
1456,Estimates,Qatar,c,634,1965-1970,1,6,6,3,1,0,0
1457,Estimates,Qatar,c,634,1970-1975,2,8,8,4,2,0,0
1458,Estimates,Qatar,c,634,1975-1980,3,11,12,6,2,1,0
1459,Estimates,Qatar,c,634,1980-1985,3,14,17,10,4,1,0
1460,Estimates,Qatar,c,634,1985-1990,3,15,17,11,5,1,0
1461,Estimates,Qatar,c,634,1990-1995,3,12,15,13,7,2,0
1462,Estimates,Qatar,c,634,1995-2000,2,12,17,14,8,2,0
1463,Estimates,Qatar,c,634,2000-2005,2,12,19,18,10,3,0
1464,Estimates,Qatar,c,634,2005-2010,2,14,27,22,12,4,0
1465,Estimates,Saudi Arabia,c,682,1950-1955,100,200,184,140,101,51,23
1466,Estimates,Saudi Arabia,c,682,1955-1960,113,227,210,160,114,57,25
1467,Estimates,Saudi Arabia,c,682,1960-1965,133,262,244,188,133,66,29
1468,Estimates,Saudi Arabia,c,682,1965-1970,159,309,284,220,157,77,33
1469,Estimates,Saudi Arabia,c,682,1970-1975,196,382,349,267,190,93,40
1470,Estimates,Saudi Arabia,c,682,1975-1980,247,476,436,332,233,114,49
1471,Estimates,Saudi Arabia,c,682,1980-1985,305,626,588,445,303,134,53
1472,Estimates,Saudi Arabia,c,682,1985-1990,267,697,753,566,342,129,55
1473,Estimates,Saudi Arabia,c,682,1990-1995,226,638,776,664,402,143,52
1474,Estimates,Saudi Arabia,c,682,1995-2000,173,588,797,677,424,154,55
1475,Estimates,Saudi Arabia,c,682,2000-2005,111,500,941,617,394,156,55
1476,Estimates,Saudi Arabia,c,682,2005-2010,65,392,1153,608,422,160,52
1477,Estimates,State of Palestine,c,275,1950-1955,25,56,60,42,28,8,2
1478,Estimates,State of Palestine,c,275,1955-1960,28,63,65,46,32,8,2
1479,Estimates,State of Palestine,c,275,1960-1965,33,76,81,54,38,10,2
1480,Estimates,State of Palestine,c,275,1965-1970,33,76,82,57,38,10,2
1481,Estimates,State of Palestine,c,275,1970-1975,33,75,81,57,39,10,2
1482,Estimates,State of Palestine,c,275,1975-1980,40,84,89,64,43,12,2
1483,Estimates,State of Palestine,c,275,1980-1985,44,99,91,72,43,15,2
1484,Estimates,State of Palestine,c,275,1985-1990,50,124,109,73,42,13,3
1485,Estimates,State of Palestine,c,275,1990-1995,69,163,147,92,49,16,2
1486,Estimates,State of Palestine,c,275,1995-2000,75,186,155,108,56,17,1
1487,Estimates,State of Palestine,c,275,2000-2005,64,192,160,115,60,18,1
1488,Estimates,State of Palestine,c,275,2005-2010,53,183,173,116,65,18,1
1489,Estimates,Syrian Arab Republic,c,760,1950-1955,100,276,250,174,93,34,4
1490,Estimates,Syrian Arab Republic,c,760,1955-1960,105,294,292,203,108,38,4
1491,Estimates,Syrian Arab Republic,c,760,1960-1965,126,316,319,243,128,45,5
1492,Estimates,Syrian Arab Republic,c,760,1965-1970,174,365,330,258,156,58,8
1493,Estimates,Syrian Arab Republic,c,760,1970-1975,226,476,369,264,176,78,15
1494,Estimates,Syrian Arab Republic,c,760,1975-1980,255,565,475,289,181,86,22
1495,Estimates,Syrian Arab Republic,c,760,1980-1985,265,586,572,371,197,87,23
1496,Estimates,Syrian Arab Republic,c,760,1985-1990,260,588,589,433,243,90,19
1497,Estimates,Syrian Arab Republic,c,760,1990-1995,261,598,586,425,260,96,16
1498,Estimates,Syrian Arab Republic,c,760,1995-2000,288,689,654,454,260,95,17
1499,Estimates,Syrian Arab Republic,c,760,2000-2005,267,707,686,463,255,86,17
1500,Estimates,Syrian Arab Republic,c,760,2005-2010,236,699,747,514,265,85,14
1501,Estimates,Turkey,c,792,1950-1955,770,2310,1595,774,280,89,0
1502,Estimates,Turkey,c,792,1955-1960,778,2324,1833,939,297,84,0
1503,Estimates,Turkey,c,792,1960-1965,844,2297,1814,1063,355,88,0
1504,Estimates,Turkey,c,792,1965-1970,1006,2429,1756,1031,395,103,0
1505,Estimates,Turkey,c,792,1970-1975,1145,2860,1848,993,382,113,0
1506,Estimates,Turkey,c,792,1975-1980,1087,3066,2045,981,344,102,0
1507,Estimates,Turkey,c,792,1980-1985,1032,2968,2216,1097,353,96,0
1508,Estimates,Turkey,c,792,1985-1990,947,2670,2029,1124,371,93,0
1509,Estimates,Turkey,c,792,1990-1995,899,2551,1898,1070,386,100,0
1510,Estimates,Turkey,c,792,1995-2000,824,2463,1984,1051,422,120,8
1511,Estimates,Turkey,c,792,2000-2005,711,2260,2050,1049,447,130,17
1512,Estimates,Turkey,c,792,2005-2010,615,2034,2094,1076,498,142,26
1513,Estimates,United Arab Emirates,c,784,1950-1955,3,5,4,3,2,1,0
1514,Estimates,United Arab Emirates,c,784,1955-1960,4,6,5,3,2,1,0
1515,Estimates,United Arab Emirates,c,784,1960-1965,5,8,7,4,2,1,0
1516,Estimates,United Arab Emirates,c,784,1965-1970,6,11,10,7,3,1,1
1517,Estimates,United Arab Emirates,c,784,1970-1975,8,18,17,11,5,2,1
1518,Estimates,United Arab Emirates,c,784,1975-1980,14,34,33,19,8,3,1
1519,Estimates,United Arab Emirates,c,784,1980-1985,16,51,58,34,15,5,1
1520,Estimates,United Arab Emirates,c,784,1985-1990,16,53,67,52,26,8,2
1521,Estimates,United Arab Emirates,c,784,1990-1995,13,52,69,58,33,11,3
1522,Estimates,United Arab Emirates,c,784,1995-2000,11,53,74,58,33,11,3
1523,Estimates,United Arab Emirates,c,784,2000-2005,14,71,100,65,29,9,2
1524,Estimates,United Arab Emirates,c,784,2005-2010,26,146,218,99,26,5,1
1525,Estimates,Yemen,c,887,1950-1955,178,226,235,222,160,102,28
1526,Estimates,Yemen,c,887,1955-1960,198,248,256,240,173,109,30
1527,Estimates,Yemen,c,887,1960-1965,229,282,281,259,188,118,33
1528,Estimates,Yemen,c,887,1965-1970,238,331,319,279,207,129,38
1529,Estimates,Yemen,c,887,1970-1975,240,340,364,301,226,137,46
1530,Estimates,Yemen,c,887,1975-1980,304,416,411,367,277,163,63
1531,Estimates,Yemen,c,887,1980-1985,378,596,490,398,335,192,84
1532,Estimates,Yemen,c,887,1985-1990,418,759,636,429,318,200,92
1533,Estimates,Yemen,c,887,1990-1995,488,839,762,579,359,195,83
1534,Estimates,Yemen,c,887,1995-2000,509,878,752,622,412,177,61
1535,Estimates,Yemen,c,887,2000-2005,456,983,850,603,413,178,51
1536,Estimates,Yemen,c,887,2005-2010,368,952,1003,671,386,165,49
1537,Estimates,EUROPE,,908,1950-1955,3263,17571,19917,11040,6128,2382,258
1538,Estimates,EUROPE,,908,1955-1960,3603,18144,19134,13077,5842,1707,195
1539,Estimates,EUROPE,,908,1960-1965,3834,17478,18257,11832,6001,1537,122
1540,Estimates,EUROPE,,908,1965-1970,4646,17584,15728,10079,4847,1437,107
1541,Estimates,EUROPE,,908,1970-1975,4943,19496,14629,8010,3895,1088,80
1542,Estimates,EUROPE,,908,1975-1980,4862,19762,15605,7095,2747,754,59
1543,Estimates,EUROPE,,908,1980-1985,4404,18657,16171,8006,2562,533,37
1544,Estimates,EUROPE,,908,1985-1990,4159,16264,16106,8935,3087,525,24
1545,Estimates,EUROPE,,908,1990-1995,3908,12581,13221,8468,3099,560,20
1546,Estimates,EUROPE,,908,1995-2000,2971,9659,11671,8926,3500,614,25
1547,Estimates,EUROPE,,908,2000-2005,2437,8644,11268,9644,4221,769,38
1548,Estimates,EUROPE,,908,2005-2010,2190,8266,11887,10901,5312,1024,52
1549,Estimates,Eastern Europe,,923,1950-1955,1481,9428,10046,4760,2707,1201,160
1550,Estimates,Eastern Europe,,923,1955-1960,1726,9568,9126,5962,2453,723,109
1551,Estimates,Eastern Europe,,923,1960-1965,1571,8290,7668,4674,2335,556,58
1552,Estimates,Eastern Europe,,923,1965-1970,2082,7551,5767,3874,1771,526,36
1553,Estimates,Eastern Europe,,923,1970-1975,2368,9901,5458,3123,1559,409,32
1554,Estimates,Eastern Europe,,923,1975-1980,2601,10886,6609,2598,1070,311,22
1555,Estimates,Eastern Europe,,923,1980-1985,2571,10468,7224,3233,936,204,16
1556,Estimates,Eastern Europe,,923,1985-1990,2728,9323,6828,3564,1251,201,10
1557,Estimates,Eastern Europe,,923,1990-1995,2766,7281,4339,2280,946,192,8
1558,Estimates,Eastern Europe,,923,1995-2000,2013,5590,3844,1858,766,166,8
1559,Estimates,Eastern Europe,,923,2000-2005,1540,5023,4415,2324,822,171,8
1560,Estimates,Eastern Europe,,923,2005-2010,1387,4770,5177,3320,1215,211,10
1561,Estimates,Belarus,c,112,1950-1955,27,268,317,142,86,48,7
1562,Estimates,Belarus,c,112,1955-1960,27,272,350,218,95,10,7
1563,Estimates,Belarus,c,112,1960-1965,24,253,312,213,110,23,4
1564,Estimates,Belarus,c,112,1965-1970,30,215,223,173,90,37,2
1565,Estimates,Belarus,c,112,1970-1975,44,268,180,127,69,37,2
1566,Estimates,Belarus,c,112,1975-1980,59,331,204,93,41,18,1
1567,Estimates,Belarus,c,112,1980-1985,70,374,238,99,29,8,1
1568,Estimates,Belarus,c,112,1985-1990,78,344,231,104,32,6,0
1569,Estimates,Belarus,c,112,1990-1995,81,271,158,77,26,5,0
1570,Estimates,Belarus,c,112,1995-2000,63,199,124,59,22,4,0
1571,Estimates,Belarus,c,112,2000-2005,46,177,129,65,23,5,0
1572,Estimates,Belarus,c,112,2005-2010,38,176,165,91,33,5,0
1573,Estimates,Bulgaria,c,100,1950-1955,87,301,234,104,44,16,3
1574,Estimates,Bulgaria,c,100,1955-1960,93,278,202,95,34,9,2
1575,Estimates,Bulgaria,c,100,1960-1965,111,264,176,82,30,8,1
1576,Estimates,Bulgaria,c,100,1965-1970,118,288,156,67,25,6,1
1577,Estimates,Bulgaria,c,100,1970-1975,116,319,171,60,20,5,0
1578,Estimates,Bulgaria,c,100,1975-1980,120,321,176,60,17,4,0
1579,Estimates,Bulgaria,c,100,1980-1985,120,284,146,53,15,3,0
1580,Estimates,Bulgaria,c,100,1985-1990,116,262,135,51,16,3,0
1581,Estimates,Bulgaria,c,100,1990-1995,102,201,97,37,13,3,0
1582,Estimates,Bulgaria,c,100,1995-2000,68,136,88,33,11,2,0
1583,Estimates,Bulgaria,c,100,2000-2005,53,115,102,48,14,2,0
1584,Estimates,Bulgaria,c,100,2005-2010,46,99,109,74,25,4,0
1585,Estimates,Czech Republic,c,203,1950-1955,68,312,273,132,66,27,2
1586,Estimates,Czech Republic,c,203,1955-1960,76,277,216,122,45,12,1
1587,Estimates,Czech Republic,c,203,1960-1965,96,306,184,88,37,6,0
1588,Estimates,Czech Republic,c,203,1965-1970,98,342,167,65,25,6,0
1589,Estimates,Czech Republic,c,203,1970-1975,95,408,242,80,22,4,0
1590,Estimates,Czech Republic,c,203,1975-1980,98,401,262,99,24,4,0
1591,Estimates,Czech Republic,c,203,1980-1985,89,322,197,81,23,3,0
1592,Estimates,Czech Republic,c,203,1985-1990,95,296,176,72,23,3,0
1593,Estimates,Czech Republic,c,203,1990-1995,87,272,155,61,21,4,0
1594,Estimates,Czech Republic,c,203,1995-2000,32,175,155,62,21,4,0
1595,Estimates,Czech Republic,c,203,2000-2005,19,108,200,103,29,5,0
1596,Estimates,Czech Republic,c,203,2005-2010,17,80,206,191,57,8,0
1597,Estimates,Hungary,c,348,1950-1955,93,344,297,158,78,33,2
1598,Estimates,Hungary,c,348,1955-1960,102,315,228,139,56,16,1
1599,Estimates,Hungary,c,348,1960-1965,89,267,179,91,42,9,1
1600,Estimates,Hungary,c,348,1965-1970,107,303,198,92,36,9,0
1601,Estimates,Hungary,c,348,1970-1975,119,346,213,93,33,8,0
1602,Estimates,Hungary,c,348,1975-1980,123,364,234,92,29,6,0
1603,Estimates,Hungary,c,348,1980-1985,95,265,206,80,23,5,0
1604,Estimates,Hungary,c,348,1985-1990,84,238,192,93,30,5,0
1605,Estimates,Hungary,c,348,1990-1995,73,230,178,84,34,6,0
1606,Estimates,Hungary,c,348,1995-2000,48,167,170,79,30,7,0
1607,Estimates,Hungary,c,348,2000-2005,33,109,179,110,37,7,0
1608,Estimates,Hungary,c,348,2005-2010,30,75,161,155,55,9,0
1609,Estimates,Poland,c,616,1950-1955,293,1452,1215,606,288,90,7
1610,Estimates,Poland,c,616,1955-1960,238,1258,1137,690,284,70,7
1611,Estimates,Poland,c,616,1960-1965,215,906,876,573,287,62,5
1612,Estimates,Poland,c,616,1965-1970,327,976,602,416,234,69,4
1613,Estimates,Poland,c,616,1970-1975,246,1305,775,361,195,61,5
1614,Estimates,Poland,c,616,1975-1980,252,1445,1029,405,154,47,4
1615,Estimates,Poland,c,616,1980-1985,218,1368,1154,530,174,36,3
1616,Estimates,Poland,c,616,1985-1990,212,1073,948,523,203,38,2
1617,Estimates,Poland,c,616,1990-1995,228,920,667,429,235,55,2
1618,Estimates,Poland,c,616,1995-2000,163,733,586,314,176,47,2
1619,Estimates,Poland,c,616,2000-2005,115,540,648,335,131,34,2
1620,Estimates,Poland,c,616,2005-2010,99,458,740,478,161,31,1
1621,Estimates,Republic of Moldova,c,498,1950-1955,22,112,111,66,39,19,3
1622,Estimates,Republic of Moldova,c,498,1955-1960,22,122,116,85,42,19,3
1623,Estimates,Republic of Moldova,c,498,1960-1965,19,113,117,83,51,19,3
1624,Estimates,Republic of Moldova,c,498,1965-1970,20,101,97,75,43,15,2
1625,Estimates,Republic of Moldova,c,498,1970-1975,31,135,91,62,37,11,1
1626,Estimates,Republic of Moldova,c,498,1975-1980,37,174,103,52,25,6,0
1627,Estimates,Republic of Moldova,c,498,1980-1985,33,188,134,64,21,5,0
1628,Estimates,Republic of Moldova,c,498,1985-1990,41,165,140,74,27,4,0
1629,Estimates,Republic of Moldova,c,498,1990-1995,55,140,81,45,17,3,0
1630,Estimates,Republic of Moldova,c,498,1995-2000,53,103,64,31,13,3,0
1631,Estimates,Republic of Moldova,c,498,2000-2005,35,90,57,30,12,3,0
1632,Estimates,Republic of Moldova,c,498,2005-2010,28,91,62,32,10,2,0
1633,Estimates,Romania,c,642,1950-1955,201,794,604,268,134,48,3
1634,Estimates,Romania,c,642,1955-1960,192,837,566,271,96,25,2
1635,Estimates,Romania,c,642,1960-1965,148,601,435,184,64,11,1
1636,Estimates,Romania,c,642,1965-1970,301,926,577,277,93,19,1
1637,Estimates,Romania,c,642,1970-1975,277,960,504,213,74,13,1
1638,Estimates,Romania,c,642,1975-1980,237,1051,556,187,61,11,1
1639,Estimates,Romania,c,642,1980-1985,248,788,527,176,44,7,0
1640,Estimates,Romania,c,642,1985-1990,305,853,446,201,53,6,0
1641,Estimates,Romania,c,642,1990-1995,216,628,325,114,43,6,0
1642,Estimates,Romania,c,642,1995-2000,164,377,405,150,44,8,0
1643,Estimates,Romania,c,642,2000-2005,124,239,404,260,64,11,0
1644,Estimates,Romania,c,642,2005-2010,115,175,388,315,111,14,1
1645,Estimates,Russian Federation,c,643,1950-1955,403,4146,5161,2388,1443,758,113
1646,Estimates,Russian Federation,c,643,1955-1960,655,4378,4677,3279,1359,442,69
1647,Estimates,Russian Federation,c,643,1960-1965,606,4029,4098,2588,1315,338,35
1648,Estimates,Russian Federation,c,643,1965-1970,741,3055,2618,2005,920,284,19
1649,Estimates,Russian Federation,c,643,1970-1975,995,4410,2308,1482,837,206,16
1650,Estimates,Russian Federation,c,643,1975-1980,1184,4899,2945,1131,507,165,11
1651,Estimates,Russian Federation,c,643,1980-1985,1158,5019,3469,1630,452,96,8
1652,Estimates,Russian Federation,c,643,1985-1990,1181,4342,3512,1931,698,105,5
1653,Estimates,Russian Federation,c,643,1990-1995,1344,3242,1904,1056,412,82,3
1654,Estimates,Russian Federation,c,643,1995-2000,993,2664,1659,857,348,70,3
1655,Estimates,Russian Federation,c,643,2000-2005,825,2731,2041,1065,405,82,4
1656,Estimates,Russian Federation,c,643,2005-2010,754,2681,2496,1503,594,108,5
1657,Estimates,Slovakia,c,703,1950-1955,38,162,150,82,42,19,2
1658,Estimates,Slovakia,c,703,1955-1960,39,163,133,89,39,11,1
1659,Estimates,Slovakia,c,703,1960-1965,42,163,116,68,36,8,1
1660,Estimates,Slovakia,c,703,1965-1970,44,167,103,54,26,8,0
1661,Estimates,Slovakia,c,703,1970-1975,46,204,119,51,21,5,0
1662,Estimates,Slovakia,c,703,1975-1980,49,231,140,51,17,4,0
1663,Estimates,Slovakia,c,703,1980-1985,46,209,137,52,14,2,0
1664,Estimates,Slovakia,c,703,1985-1990,50,182,122,51,15,2,0
1665,Estimates,Slovakia,c,703,1990-1995,51,158,97,44,16,3,0
1666,Estimates,Slovakia,c,703,1995-2000,31,116,88,39,15,3,0
1667,Estimates,Slovakia,c,703,2000-2005,22,78,94,47,16,3,0
1668,Estimates,Slovakia,c,703,2005-2010,20,60,99,75,24,4,0
1669,Estimates,Ukraine,c,804,1950-1955,250,1537,1685,816,487,143,18
1670,Estimates,Ukraine,c,804,1955-1960,283,1669,1501,975,402,108,16
1671,Estimates,Ukraine,c,804,1960-1965,221,1388,1175,704,362,71,9
1672,Estimates,Ukraine,c,804,1965-1970,295,1179,1026,649,279,74,6
1673,Estimates,Ukraine,c,804,1970-1975,399,1547,855,594,251,59,6
1674,Estimates,Ukraine,c,804,1975-1980,441,1670,961,427,195,48,4
1675,Estimates,Ukraine,c,804,1980-1985,494,1650,1015,468,141,39,3
1676,Estimates,Ukraine,c,804,1985-1990,567,1568,927,462,154,29,2
1677,Estimates,Ukraine,c,804,1990-1995,529,1219,676,333,128,26,1
1678,Estimates,Ukraine,c,804,1995-2000,398,920,505,234,86,19,1
1679,Estimates,Ukraine,c,804,2000-2005,267,837,560,261,91,19,1
1680,Estimates,Ukraine,c,804,2005-2010,241,874,751,405,146,25,1
1681,Estimates,Northern Europe,,924,1950-1955,461,1487,1970,1604,791,218,9
1682,Estimates,Northern Europe,,924,1955-1960,537,1596,1991,1723,820,204,9
1683,Estimates,Northern Europe,,924,1960-1965,672,1831,2126,1722,865,209,7
1684,Estimates,Northern Europe,,924,1965-1970,695,2418,2148,1155,554,162,15
1685,Estimates,Northern Europe,,924,1970-1975,610,2138,2097,936,374,97,4
1686,Estimates,Northern Europe,,924,1975-1980,467,1793,2017,1027,324,68,3
1687,Estimates,Northern Europe,,924,1980-1985,422,1763,2027,1184,409,77,2
1688,Estimates,Northern Europe,,924,1985-1990,445,1720,2181,1338,481,86,2
1689,Estimates,Northern Europe,,924,1990-1995,396,1415,2114,1527,557,101,2
1690,Estimates,Northern Europe,,924,1995-2000,355,1088,1783,1646,686,122,2
1691,Estimates,Northern Europe,,924,2000-2005,321,966,1543,1644,800,153,12
1692,Estimates,Northern Europe,,924,2005-2010,309,1041,1671,1809,986,200,10
1693,Estimates,Channel Islands,c,830,1950-1955,0,2,3,2,1,0,0
1694,Estimates,Channel Islands,c,830,1955-1960,0,2,3,2,1,0,0
1695,Estimates,Channel Islands,c,830,1960-1965,0,2,3,2,1,0,0
1696,Estimates,Channel Islands,c,830,1965-1970,0,3,3,2,1,0,0
1697,Estimates,Channel Islands,c,830,1970-1975,0,2,3,2,1,0,0
1698,Estimates,Channel Islands,c,830,1975-1980,0,2,3,2,1,0,0
1699,Estimates,Channel Islands,c,830,1980-1985,0,2,3,2,1,0,0
1700,Estimates,Channel Islands,c,830,1985-1990,0,2,3,2,1,0,0
1701,Estimates,Channel Islands,c,830,1990-1995,0,1,3,3,1,0,0
1702,Estimates,Channel Islands,c,830,1995-2000,0,1,3,3,1,0,0
1703,Estimates,Channel Islands,c,830,2000-2005,0,1,2,3,1,0,0
1704,Estimates,Channel Islands,c,830,2005-2010,0,1,2,3,1,0,0
1705,Estimates,Denmark,c,208,1950-1955,30,115,116,74,38,12,1
1706,Estimates,Denmark,c,208,1955-1960,35,124,110,68,33,10,1
1707,Estimates,Denmark,c,208,1960-1965,45,145,115,62,29,8,0
1708,Estimates,Denmark,c,208,1965-1970,42,149,119,54,22,5,0
1709,Estimates,Denmark,c,208,1970-1975,25,130,132,55,16,3,0
1710,Estimates,Denmark,c,208,1975-1980,20,105,119,54,14,2,0
1711,Estimates,Denmark,c,208,1980-1985,12,80,103,54,15,2,0
1712,Estimates,Denmark,c,208,1985-1990,9,70,118,68,22,3,0
1713,Estimates,Denmark,c,208,1990-1995,7,62,135,93,30,4,0
1714,Estimates,Denmark,c,208,1995-2000,6,48,126,109,39,5,0
1715,Estimates,Denmark,c,208,2000-2005,5,36,112,117,46,7,0
1716,Estimates,Denmark,c,208,2005-2010,5,33,101,120,54,9,0
1717,Estimates,Estonia,c,233,1950-1955,5,33,29,16,9,3,0
1718,Estimates,Estonia,c,233,1955-1960,5,32,31,19,9,2,0
1719,Estimates,Estonia,c,233,1960-1965,5,30,31,19,9,2,0
1720,Estimates,Estonia,c,233,1965-1970,6,33,31,19,8,2,0
1721,Estimates,Estonia,c,233,1970-1975,8,42,31,18,8,2,0
1722,Estimates,Estonia,c,233,1975-1980,10,45,31,15,6,2,0
1723,Estimates,Estonia,c,233,1980-1985,10,47,33,16,6,1,0
1724,Estimates,Estonia,c,233,1985-1990,11,47,35,18,7,1,0
1725,Estimates,Estonia,c,233,1990-1995,12,33,22,11,5,1,0
1726,Estimates,Estonia,c,233,1995-2000,8,22,19,10,4,1,0
1727,Estimates,Estonia,c,233,2000-2005,5,18,21,14,6,1,0
1728,Estimates,Estonia,c,233,2005-2010,5,16,24,18,9,2,0
1729,Estimates,Finland,c,246,1950-1955,21,120,133,95,62,27,3
1730,Estimates,Finland,c,246,1955-1960,24,121,119,85,51,20,2
1731,Estimates,Finland,c,246,1960-1965,30,129,114,74,44,17,2
1732,Estimates,Finland,c,246,1965-1970,38,129,99,56,31,11,1
1733,Estimates,Finland,c,246,1970-1975,29,111,97,42,17,5,0
1734,Estimates,Finland,c,246,1975-1980,22,97,118,60,19,4,0
1735,Estimates,Finland,c,246,1980-1985,15,82,117,76,29,5,0
1736,Estimates,Finland,c,246,1985-1990,10,64,116,80,34,7,0
1737,Estimates,Finland,c,246,1990-1995,9,57,120,93,37,8,0
1738,Estimates,Finland,c,246,1995-2000,8,48,98,91,41,8,0
1739,Estimates,Finland,c,246,2000-2005,8,48,90,86,44,10,1
1740,Estimates,Finland,c,246,2005-2010,7,47,96,93,44,10,0
1741,Estimates,Iceland,c,352,1950-1955,2,6,5,4,2,1,0
1742,Estimates,Iceland,c,352,1955-1960,3,7,6,4,3,1,0
1743,Estimates,Iceland,c,352,1960-1965,3,7,6,4,3,1,0
1744,Estimates,Iceland,c,352,1965-1970,4,7,5,3,2,1,0
1745,Estimates,Iceland,c,352,1970-1975,4,8,6,3,1,0,0
1746,Estimates,Iceland,c,352,1975-1980,3,7,6,3,1,0,0
